序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
409,超级串数,移动-休闲益智,吉林音像出版社有限责任公司,北京星游讯天网络科技有限公司,国新出审[2021]748号,ISBN 978-7-498-09021-8,2021年4月27日
410,光明城市,移动-休闲益智,江西高校出版社有限责任公司,很简单（北京）科技文化有限公司,国新出审[2021]747号,ISBN 978-7-498-09019-5,2021年4月27日
411,空舞雄鹰,移动-休闲益智,辽宁电子出版社有限责任公司,南京游鸣信息科技有限公司,国新出审[2021]746号,ISBN 978-7-498-09016-4,2021年4月27日
412,航天器模拟,移动-休闲益智,咪咕互动娱乐有限公司,南京原极信息科技有限公司,国新出审[2021]745号,ISBN 978-7-498-09013-3,2021年4月27日
413,魔法消方块,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市禅游科技股份有限公司,国新出审[2021]744号,ISBN 978-7-498-09010-2,2021年4月27日
414,花田小院,移动-休闲益智,上海电子出版有限公司,上海赢味网络科技有限公司,国新出审[2021]743号,ISBN 978-7-498-09008-9,2021年4月27日
415,天空战机,移动-休闲益智,上海方寸信息科技有限公司,上海时纳网络科技有限公司,国新出审[2021]742号,ISBN 978-7-498-09006-5,2021年4月27日
416,超级连一连,移动-休闲益智,上海科学技术文献出版社有限公司,上海仙豆网络信息科技有限责任公司,国新出审[2021]741号,ISBN 978-7-498-09004-1,2021年4月27日
417,欢乐精灵,移动-休闲益智,上海双盟网络科技有限公司,广州指上科技有限公司,国新出审[2021]740号,ISBN 978-7-498-09001-0,2021年4月27日
418,勇者爱闯关,移动-休闲益智,浙江出版集团数字传媒有限公司,北京光耀大地科技有限公司,国新出审[2021]739号,ISBN 978-7-498-08999-1,2021年4月27日
419,成语超级达人,移动-休闲益智,上海科学技术文献出版社有限公司,上海邮塔网络科技有限公司,国新出审[2021]738号,ISBN 978-7-498-08998-4,2021年4月27日
420,空战夺宝,移动-休闲益智,浙江省期刊总社有限公司,杭州唐游网络科技有限公司,国新出审[2021]737号,ISBN 978-7-498-08996-0,2021年4月27日
421,剑雨如歌,移动,方圆电子音像出版社有限责任公司,上海昊神晋网络科技有限公司,国新出审[2021]968号,ISBN 978-7-498-09082-9,2021年5月24日
422,新月派对,移动,北京联合出版有限责任公司,北京指上缤纷科技股份有限公司,国新出审[2021]967号,ISBN 978-7-498-09084-3,2021年5月24日
423,元神封印,移动,四三九九网络股份有限公司,四三九九网络股份有限公司,国新出审[2021]966号,ISBN 978-7-498-09087-4,2021年5月24日
424,这就是江湖,移动,华东师范大学电子音像出版社有限公司,上海尘泥信息技术有限公司,国新出审[2021]965号,ISBN 978-7-498-09089-8,2021年5月24日
425,无尽洪荒,移动,咪咕互动娱乐有限公司,咪咕互动娱乐有限公司,国新出审[2021]964号,ISBN 978-7-498-09091-1,2021年5月24日
426,傲世真诀,移动,成都盈众九州网络科技有限公司,平潭众蓝网络科技有限公司,国新出审[2021]963号,ISBN 978-7-498-09093-5,2021年5月24日
427,破天世界,移动,游艺春秋网络科技（北京）有限公司,游艺春秋网络科技（北京）有限公司,国新出审[2021]962号,ISBN 978-7-498-09095-9,2021年5月24日
428,冒险小分队,移动,上海科学技术文献出版社有限公司,上海游动网络科技有限公司,国新出审[2021]961号,ISBN 978-7-498-09097-3,2021年5月24日
429,王朝起源,移动,华中科技大学电子音像出版社,成都拇指时代科技有限责任公司,国新出审[2021]960号,ISBN 978-7-498-09099-7,2021年5月24日
430,龙魔战纪,移动,上海同济大学电子音像出版社有限公司,上海聚市网络科技有限公司,国新出审[2021]959号,ISBN 978-7-498-09101-7,2021年5月24日
431,异度猎魔人,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2021]958号,ISBN 978-7-498-09103-1,2021年5月24日
432,战鼓之翼,移动,北京目标在线科技有限公司,北京喜游戏科技有限公司,国新出审[2021]957号,ISBN 978-7-498-09105-5,2021年5月24日
433,千岛的奇幻战争,移动,华东师范大学电子音像出版社有限公司,上海逗屋网络科技有限公司,国新出审[2021]956号,ISBN 978-7-498-09107-9,2021年5月24日
434,山海与妖灵,移动,海南省电子音像出版社有限公司,海南二牛信息科技有限公司,国新出审[2021]955号,ISBN 978-7-498-09109-3,2021年5月24日
435,枪火重生,移动,广州多益网络股份有限公司,广东利为网络科技有限公司,国新出审[2021]954号,ISBN 978-7-498-09111-6,2021年5月24日
436,超凡之路,移动,黑龙江龙华数字出版股份有限公司,深圳市大梦龙途文化传播有限公司,国新出审[2021]953号,ISBN 978-7-498-09112-3,2021年5月24日
437,帝国军团罗马,移动,辽宁电子出版社有限责任公司,苏州乐志软件科技有限公司,国新出审[2021]952号,ISBN 978-7-498-09113-0,2021年5月24日
438,长生,移动,广东海燕电子音像出版社有限公司,广州冰鸟网络科技有限公司,国新出审[2021]951号,ISBN 978-7-498-09114-7,2021年5月24日
439,决胜之心,移动,杭州群游科技有限公司,厦门市蝶之谷动漫科技有限公司,国新出审[2021]950号,ISBN 978-7-498-09116-1,2021年5月24日
440,超神小队,移动,杭州乐港科技有限公司,海南思华年网络科技有限公司,国新出审[2021]949号,ISBN 978-7-498-09118-5,2021年5月24日
441,泰坦之剑,移动,杭州电魂网络科技股份有限公司,杭州电魂网络科技股份有限公司,国新出审[2021]948号,ISBN 978-7-498-09119-2,2021年5月24日
442,零界战区,移动,华中科技大学电子音像出版社,深圳市奈斯互娱科技有限公司,国新出审[2021]947号,ISBN 978-7-498-09121-5,2021年5月24日
443,命运边际,移动,杭州美盛游戏技术开发有限公司,广州百游信息科技有限公司,国新出审[2021]946号,ISBN 978-7-498-09123-9,2021年5月24日
444,我在神界刷装备,移动,广州盈正信息技术有限公司,苏州风之力网络科技有限公司,国新出审[2021]945号,ISBN 978-7-498-09125-3,2021年5月24日
445,天穹骄子,移动,河北冠林数字出版有限公司,杭州影力网络科技有限公司,国新出审[2021]944号,ISBN 978-7-498-09127-7,2021年5月24日
446,最后的战役,移动,华东师范大学电子音像出版社有限公司,上海麦卓网络科技有限公司,国新出审[2021]943号,ISBN 978-7-498-09128-4,2021年5月24日
447,极简地下城,移动,海南省电子音像出版社有限公司,海南格子游戏科技有限公司,国新出审[2021]942号,ISBN 978-7-498-09131-4,2021年5月24日
448,神域奇兵：远征,移动,成都超级梦网络技术股份有限公司,成都卓杭网络科技股份有限公司,国新出审[2021]941号,ISBN 978-7-498-09133-8,2021年5月24日
449,幸运草骑士,移动,广东趣炫网络股份有限公司,广东趣炫网络股份有限公司,国新出审[2021]940号,ISBN 978-7-498-09134-5,2021年5月24日
450,剑与黎明,移动,杭州美盛游戏技术开发有限公司,北京米花互动科技有限公司,国新出审[2021]939号,ISBN 978-7-498-09135-2,2021年5月24日
451,商业都市,移动,宁波东海岸电子音像出版社有限公司,金华万合晶科技有限公司,国新出审[2021]938号,ISBN 978-7-498-09136-9,2021年5月24日
452,凌云诺,移动,苏州好玩友网络科技有限公司,苏州好玩友网络科技有限公司,国新出审[2021]937号,ISBN 978-7-498-09137-6,2021年5月24日
453,曙光计划,移动,安徽新华电子音像出版社,深圳市梦集网络科技有限公司,国新出审[2021]936号,ISBN 978-7-498-09138-3,2021年5月24日
454,时光公主,移动,福州天盟数码有限公司,福州天盟数码有限公司,国新出审[2021]935号,ISBN 978-7-498-09139-0,2021年5月24日
455,宅人传说,客户端,深圳中青宝互动网络股份有限公司,皖新文化科技有限公司,国新出审[2021]934号,ISBN 978-7-498-09144-4,2021年5月24日
456,幻境公主,移动,天津电子出版社有限公司,成都沙漏科技有限公司,国新出审[2021]933号,ISBN 978-7-498-09146-8,2021年5月24日
457,指尖领主,移动,上海电子出版有限公司,上海巨枫娱乐有限公司,国新出审[2021]932号,ISBN 978-7-498-09149-9,2021年5月24日
458,我的装甲师,移动,宁波东海岸电子音像出版社有限公司,杭州绝地科技股份有限公司,国新出审[2021]931号,ISBN 978-7-498-09152-9,2021年5月24日
459,烽火连烟,移动、客户端,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2021]930号,ISBN 978-7-498-09155-0,2021年5月24日
460,上古有灵妖,移动,北京侠客行网络技术有限公司,北京侠客行网络技术有限公司,国新出审[2021]929号,ISBN 978-7-498-09161-1,2021年5月24日
461,城市飞车：赛道王者,移动,华东理工大学电子音像出版社,上海仙豆网络信息科技有限责任公司,国新出审[2021]928号,ISBN 978-7-498-09162-8,2021年5月24日
462,远征之门,移动,华中科技大学电子音像出版社,杭州吾爱游网络科技有限公司,国新出审[2021]927号,ISBN 978-7-498-09163-5,2021年5月24日
463,失落四境,移动,浙江出版集团数字传媒有限公司,之幻网络科技（杭州）有限公司,国新出审[2021]926号,ISBN 978-7-498-09164-2,2021年5月24日
464,无限贝拉,移动,上海同济大学电子音像出版社有限公司,上海游兰网络科技有限公司,国新出审[2021]925号,ISBN 978-7-498-09165-9,2021年5月24日
465,卡车之星,移动,辽宁电子出版社有限责任公司,北京米达科技有限公司,国新出审[2021]924号,ISBN 978-7-498-09166-6,2021年5月24日
466,刹那光年,移动,江苏凤凰电子音像出版社有限公司,深圳市冰柠乐科技有限公司,国新出审[2021]923号,ISBN 978-7-498-09132-1,2021年5月24日
467,连连消大作战,移动、客户端,深圳中青宝互动网络股份有限公司,深圳市予滞络科技有限公司,国新出审[2021]922号,ISBN 978-7-498-09140-6,2021年5月24日
468,高能英雄,移动,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,国新出审[2021]921号,ISBN 978-7-498-09141-3,2021年5月24日
469,元气枪神,移动,竞技世界（北京）网络技术有限公司,竞技世界（北京）网络技术有限公司,国新出审[2021]920号,ISBN 978-7-498-09142-0,2021年5月24日
470,奇迹一刻,移动,北京目标在线科技有限公司,北京中电博亚科技有限公司,国新出审[2021]919号,ISBN 978-7-498-09143-7,2021年5月24日
471,法洛伊：幻境,移动,厦门雷霆互动网络有限公司,厦门英普洛信息有限公司,国新出审[2021]918号,ISBN 978-7-498-09145-1,2021年5月24日
472,方舟乐园,移动,浙江出版集团数字传媒有限公司,厦门道奇茂网络技术有限公司,国新出审[2021]917号,ISBN 978-7-498-09147-5,2021年5月24日
473,霓虹深渊：无限,移动,杭州烈焰网络技术有限公司,深圳市乙亥互娱信息科技有限公司,国新出审[2021]916号,ISBN 978-7-498-09148-2,2021年5月24日
474,万界英雄,移动,杭州渡口网络科技有限公司,福州智趣数码科技有限公司,国新出审[2021]915号,ISBN 978-7-498-09150-5,2021年5月24日
475,异界深渊：觉醒,移动,上海同济大学电子音像出版社有限公司,上海趣侬网络科技有限公司,国新出审[2021]914号,ISBN 978-7-498-09151-2,2021年5月24日
476,钢铁战鹰,移动,方圆电子音像出版社有限责任公司,海南爱乐游文化发展有限公司,国新出审[2021]913号,ISBN 978-7-498-09153-6,2021年5月24日
477,龙火纪元,移动,江苏凤凰电子音像出版社有限公司,深圳市乐易网络股份有限公司,国新出审[2021]912号,ISBN 978-7-498-09154-3,2021年5月24日
478,曙光防线,移动,三辰影库音像出版社有限公司,北京能量盒科技有限公司,国新出审[2021]911号,ISBN 978-7-498-09156-7,2021年5月24日
479,锦绣攻略,移动,上海声像电子出版社,上海掌梦网络科技有限公司,国新出审[2021]910号,ISBN 978-7-498-09157-4,2021年5月24日
480,洪荒文明,移动,广州网易计算机系统有限公司,杭州网易雷火科技有限公司,国新出审[2021]909号,ISBN 978-7-498-09158-1,2021年5月24日
481,笼中窥梦,移动、客户端,江苏凤凰电子音像出版社有限公司,心动网络股份有限公司,国新出审[2021]908号,ISBN 978-7-498-09159-8,2021年5月24日
482,逍遥情缘,移动,黑龙江科学技术出版社有限公司,深圳市天穹网络科技有限公司,国新出审[2021]907号,ISBN 978-7-498-09160-4,2021年5月24日
483,层层射击,移动-休闲益智,天津电子出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2021]906号,ISBN 978-7-498-09081-2,2021年5月24日
484,象棋天天玩,移动-休闲益智,杭州边锋网络技术有限公司,杭州边浙网络技术有限公司,国新出审[2021]905号,ISBN 978-7-498-09083-6,2021年5月24日
485,星星爆爆乐,移动-休闲益智,杭州群游科技有限公司,南京宝葫芦信息科技有限公司,国新出审[2021]904号,ISBN 978-7-498-09085-0,2021年5月24日
486,小鹿杏仁儿的甜蜜派对,移动-休闲益智,湖北省扬子江影音有限责任公司,成都力比科技有限公司,国新出审[2021]903号,ISBN 978-7-498-09086-7,2021年5月24日
487,脑力大碰撞,移动-休闲益智,黑龙江龙华数字出版股份有限公司,深圳传趣网络技术有限公司,国新出审[2021]902号,ISBN 978-7-498-09088-1,2021年5月24日
488,向前冲,移动-休闲益智,杭州润趣科技有限公司,南阳新创元软件有限公司,国新出审[2021]901号,ISBN 978-7-498-09090-4,2021年5月24日
489,出击吧师兄,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市大雁互娱科技有限公司,国新出审[2021]900号,ISBN 978-7-498-09092-8,2021年5月24日
490,竞技大作战,移动-休闲益智,杭州紫府网络科技有限公司,北京赛诺斯科技发展有限责任公司,国新出审[2021]899号,ISBN 978-7-498-09094-2,2021年5月24日
491,面具古墓,移动-休闲益智,杭州哲信信息技术有限公司,杭州流冠科技有限公司,国新出审[2021]898号,ISBN 978-7-498-09096-6,2021年5月24日
492,点线交叉,移动-休闲益智,天津电子出版社有限公司,武汉市多比特信息科技有限公司,国新出审[2021]897号,ISBN 978-7-498-09098-0,2021年5月24日
493,家园合成,移动-休闲益智,杭州群游科技有限公司,北京盈易科技有限公司,国新出审[2021]896号,ISBN 978-7-498-09100-0,2021年5月24日
494,王者坦克,移动-休闲益智,杭州紫府网络科技有限公司,盐城万安台科技有限公司,国新出审[2021]895号,ISBN 978-7-498-09102-4,2021年5月24日
495,六角拼消除,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市禅游科技股份有限公司,国新出审[2021]894号,ISBN 978-7-498-09104-8,2021年5月24日
496,梦幻狂奔,移动-休闲益智,杭州烈焰网络技术有限公司,南阳嘉翔软件有限公司,国新出审[2021]893号,ISBN 978-7-498-09106-2,2021年5月24日
497,喵大人物语,移动-休闲益智,黑龙江龙华数字出版股份有限公司,厦门口袋工场信息科技有限公司,国新出审[2021]892号,ISBN 978-7-498-09108-6,2021年5月24日
498,哈狗旗开得胜象棋,移动-休闲益智,杭州润趣科技有限公司,杭州哈狗网络科技有限公司,国新出审[2021]891号,ISBN 978-7-498-09110-9,2021年5月24日
499,太空遨游战机,移动-休闲益智,浙江出版集团数字传媒有限公司,北京多多游科技有限公司,国新出审[2021]890号,ISBN 978-7-498-09115-4,2021年5月24日
500,英雄冲啊,移动-休闲益智,深圳中青宝互动网络股份有限公司,掌游天下（北京）信息技术股份有限公司,国新出审[2021]889号,ISBN 978-7-498-09117-8,2021年5月24日
501,火柴人奇袭,移动-休闲益智,辽宁电子出版社有限责任公司,南京天豆互动网络科技有限公司,国新出审[2021]888号,ISBN 978-7-498-09120-8,2021年5月24日
502,冲锋吧我的四驱,移动-休闲益智,杭州哲信信息技术有限公司,广州火龙互娱网络科技有限公司,国新出审[2021]887号,ISBN 978-7-498-09122-2,2021年5月24日
503,叶罗丽娃娃店,移动-休闲益智,湖北省扬子江影音有限责任公司,成都雷兽互动科技有限公司,国新出审[2021]886号,ISBN 978-7-498-09124-6,2021年5月24日
504,大锤出奇迹,移动-休闲益智,黑龙江科学技术出版社有限公司,广州沙巴克网络科技有限公司,国新出审[2021]885号,ISBN 978-7-498-09126-0,2021年5月24日
505,防空指挥官,移动-休闲益智,杭州烈焰网络技术有限公司,江苏砺兰兴瑞网络科技有限公司,国新出审[2021]884号,ISBN 978-7-498-09129-1,2021年5月24日
506,遇见喵克斯,移动-休闲益智,海南省电子音像出版社有限公司,海南金文昊成网络科技有限公司,国新出审[2021]883号,ISBN 978-7-498-09130-7,2021年5月24日
507,超凡勇士,移动,天津电子出版社有限公司,北京快来科技有限公司,国新出审[2021]1115号,ISBN 978-7-498-09251-9,2021年6月11日
508,不朽觉醒,移动,华东师范大学电子音像出版社有限公司,上海平弦云科技有限公司,国新出审[2021]1114号,ISBN 978-7-498-09248-9,2021年6月11日
509,无尽枪王,移动,江苏凤凰电子音像出版社有限公司,江苏惠怡达信息科技有限公司,国新出审[2021]1113号,ISBN 978-7-498-09246-5,2021年6月11日
510,消失的防线,移动,杭州紫府网络科技有限公司,成都锦宏图网络科技有限公司,国新出审[2021]1112号,ISBN 978-7-498-09245-8,2021年6月11日
511,魔镜物语,移动,上海乐蜀网络科技股份有限公司,上海猗国网络科技有限公司,国新出审[2021]1111号,ISBN 978-7-498-09243-4,2021年6月11日
512,螺旋勇士,移动,杭州电魂网络科技股份有限公司,杭州电魂网络科技股份有限公司,国新出审[2021]1110号,ISBN 978-7-498-09240-3,2021年6月11日
513,喵星联盟,移动,杭州紫府网络科技有限公司,杭州碎片网络科技有限公司,国新出审[2021]1109号,ISBN 978-7-498-09238-0,2021年6月11日
514,矿业大亨,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2021]1108号,ISBN 978-7-498-09252-6,2021年6月11日
515,明日守望者,移动,成都盈众九州网络科技有限公司,广州市溢熙信息科技有限公司,国新出审[2021]1107号,ISBN 978-7-498-09250-2,2021年6月11日
516,幻想神话志,移动,北京闪联互动网络科技有限责任公司,北京战甲宏宇信息技术有限公司,国新出审[2021]1106号,ISBN 978-7-498-09249-6,2021年6月11日
517,玛娜希斯回响,移动,深圳中青宝互动网络股份有限公司,北京可梦科技有限公司,国新出审[2021]1105号,ISBN 978-7-498-09247-2,2021年6月11日
518,葫芦娃各显神通,移动,华东师范大学电子音像出版社有限公司,上海冰块网络科技有限公司,国新出审[2021]1104号,ISBN 978-7-498-09244-1,2021年6月11日
519,从前有个天灵根,移动,华中科技大学电子音像出版社,海南圣本网络科技有限公司,国新出审[2021]1103号,ISBN 978-7-498-09242-7,2021年6月11日
520,最高舞台,客户端,四川数字出版传媒有限公司,心动网络股份有限公司,国新出审[2021]1102号,ISBN 978-7-498-09241-0,2021年6月11日
521,坦克要塞,移动,宁波东海岸电子音像出版社有限公司,武汉镜像科技有限公司,国新出审[2021]1101号,ISBN 978-7-498-09239-7,2021年6月11日
522,新大话水浒,移动,北京麟游互动科技有限公司,北京麟游互动科技有限公司,国新出审[2021]1100号,ISBN 978-7-498-09237-3,2021年6月11日
523,亲朋欢乐激斗,移动,深圳中青宝互动网络股份有限公司,深圳维京人网络科技有限公司,国新出审[2021]1099号,ISBN 978-7-498-09236-6,2021年6月11日
524,全战王者,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2021]1098号,ISBN 978-7-498-09235-9,2021年6月11日
525,探魇2,移动,上海科学技术文献出版社有限公司,上海领音文化传播有限公司,国新出审[2021]1097号,ISBN 978-7-498-09234-2,2021年6月11日
526,明日大亨,移动,成都盈众九州网络科技有限公司,广州仟墨网络科技有限公司,国新出审[2021]1096号,ISBN 978-7-498-09233-5,2021年6月11日
527,异度王冠,移动,杭州渡口网络科技有限公司,海南茶猫猫科技有限公司,国新出审[2021]1095号,ISBN 978-7-498-09232-8,2021年6月11日
528,莽荒原始人,移动,上海方寸信息科技有限公司,上海石榴网络科技有限公司,国新出审[2021]1094号,ISBN 978-7-498-09231-1,2021年6月11日
529,暗魔领主,移动,上海电子出版有限公司,上海傲人信息技术有限公司,国新出审[2021]1093号,ISBN 978-7-498-09230-4,2021年6月11日
530,女武神之剑,移动,上海晨路信息科技股份有限公司,上海晨路信息科技股份有限公司,国新出审[2021]1092号,ISBN 978-7-498-09229-8,2021年6月11日
531,冒险新大陆,移动,杭州群游科技有限公司,武汉世纪德安网络科技有限公司,国新出审[2021]1091号,ISBN 978-7-498-09228-1,2021年6月11日
532,骑士纷争,移动,华中科技大学电子音像出版社,武汉团团互娱科技有限公司,国新出审[2021]1090号,ISBN 978-7-498-09227-4,2021年6月11日
533,少女前线：云图计划,移动,上海电子出版有限公司,上海暗冬网络科技有限公司,国新出审[2021]1089号,ISBN 978-7-498-09226-7,2021年6月11日
534,魔神之战,移动、客户端,海南省电子音像出版社有限公司,谷游科技（海南）有限公司,国新出审[2021]1088号,ISBN 978-7-498-09225-0,2021年6月11日
535,泰拉贝尔,移动,黑龙江龙华数字出版股份有限公司,北京龙创悦动网络科技有限公司,国新出审[2021]1087号,ISBN 978-7-498-09224-3,2021年6月11日
536,寻光之旅,移动,上海科学技术文献出版社有限公司,上海朱庇特创意设计有限公司,国新出审[2021]1086号,ISBN 978-7-498-09222-9,2021年6月11日
537,决战幻境,移动,河北冠林数字出版有限公司,重庆臻美达电子有限公司,国新出审[2021]1085号,ISBN 978-7-498-09221-2,2021年6月11日
538,苍穹护卫队,移动-休闲益智,杭州哲信信息技术有限公司,乐元素科技（北京）股份有限公司,国新出审[2021]1084号,ISBN 978-7-498-09219-9,2021年6月11日
539,命运骑士团,移动,成都盈众九州网络科技有限公司,深圳市鲸旗天下网络科技有限公司,国新出审[2021]1083号,ISBN 978-7-498-09213-7,2021年6月11日
540,智能觉醒,移动,成都哆可梦网络科技有限公司,成都哆可梦网络科技有限公司,国新出审[2021]1082号,ISBN 978-7-498-09212-0,2021年6月11日
541,撞击王者,移动,北京联合出版有限责任公司,北京默契破冰科技有限公司,国新出审[2021]1081号,ISBN 978-7-498-09210-6,2021年6月11日
542,明珠轩辕,移动,海南省电子音像出版社有限公司,海南美游科技有限公司,国新出审[2021]1080号,ISBN 978-7-498-09209-0,2021年6月11日
543,幻境启源,移动,华中科技大学电子音像出版社,广州小云互娱科技有限公司,国新出审[2021]1079号,ISBN 978-7-498-09208-3,2021年6月11日
544,熊猫宝宝的梦幻乐园,移动-休闲益智,湖北省扬子江影音有限责任公司,成都力比科技有限公司,国新出审[2021]1078号,ISBN 978-7-498-09206-9,2021年6月11日
