序号,名称,申报类别,出版单位,运营单位,文号,出版物号,时间
545,派对制造,移动-休闲益智,辽宁电子出版社有限责任公司,北京西米科技有限公司,国新出审[2021]1077号,ISBN 978-7-498-09204-5,2021年6月11日
546,蜜糖联萌,移动,杭州群游科技有限公司,厦门蜜糖时光信息科技有限公司,国新出审[2021]1076号,ISBN 978-7-498-09202-1,2021年6月11日
547,终结时刻,移动,福州天盟数码有限公司,福州天盟数码有限公司,国新出审[2021]1075号,ISBN 978-7-498-09200-7,2021年6月11日
548,火柴人觉醒,移动,黑龙江龙华数字出版股份有限公司,深圳市中顺和盈科技有限公司,国新出审[2021]1074号,ISBN 978-7-498-09199-4,2021年6月11日
549,暗区突围,移动,华东师范大学电子音像出版社有限公司,上海纳原信息技术有限公司,国新出审[2021]1073号,ISBN 978-7-498-09197-0,2021年6月11日
550,开间小店,移动,上海科学技术文献出版社有限公司,上海邮塔网络科技有限公司,国新出审[2021]1072号,ISBN 978-7-498-09196-3,2021年6月11日
551,精灵塔塔,移动,河北冠林数字出版有限公司,吉林省博顺网络科技有限公司,国新出审[2021]1071号,ISBN 978-7-498-09193-2,2021年6月11日
552,太吾纪元,移动,上海方寸信息科技有限公司,上海翔玩网络科技有限公司,国新出审[2021]1070号,ISBN 978-7-498-09191-8,2021年6月11日
553,星巡守卫队,移动,江苏凤凰数字传媒有限公司,海南虾壳网络科技有限公司,国新出审[2021]1069号,ISBN 978-7-498-09188-8,2021年6月11日
554,灰域,移动,杭州烈焰网络技术有限公司,广州明朝互动科技股份有限公司,国新出审[2021]1068号,ISBN 978-7-498-09187-1,2021年6月11日
555,王者战绩,移动,杭州乐港科技有限公司,安徽哪吒互娱信息技术有限公司,国新出审[2021]1067号,ISBN 978-7-498-09185-7,2021年6月11日
556,星舰起航,移动,广州谷得网络科技有限公司,北京识君互娱网络有限公司,国新出审[2021]1066号,ISBN 978-7-498-09183-3,2021年6月11日
557,重装崛起,移动,方圆电子音像出版社有限责任公司,雷神互娱（天津）科技有限公司,国新出审[2021]1065号,ISBN 978-7-498-09181-9,2021年6月11日
558,飞卢英雄之巅峰王者,移动,北京联合出版有限责任公司,北京百墨达科技有限公司,国新出审[2021]1064号,ISBN 978-7-498-09180-2,2021年6月11日
559,猫咪大陆,移动,河北冠林数字出版有限公司,上海盛月网络科技有限公司,国新出审[2021]1063号,ISBN 978-7-498-09178-9,2021年6月11日
560,漂在江湖,移动,深圳中青宝互动网络股份有限公司,深圳市枫深科技有限公司,国新出审[2021]1062号,ISBN 978-7-498-09176-5,2021年6月11日
561,狂飙飞起来,移动-休闲益智,杭州润趣科技有限公司,南阳新创元软件有限公司,国新出审[2021]1061号,ISBN 978-7-498-09174-1,2021年6月11日
562,造梦大乱斗,移动,四三九九网络股份有限公司,四三九九网络股份有限公司,国新出审[2021]1060号,ISBN 978-7-498-09172-7,2021年6月11日
563,时空之弦,移动,广东海燕电子音像出版社有限公司,海南烁日信息科技有限公司,国新出审[2021]1059号,ISBN 978-7-498-09169-7,2021年6月11日
564,平顿小镇,移动,湖北省扬子江影音有限责任公司,北京冰狮科技有限公司,国新出审[2021]1058号,ISBN 978-7-498-09223-6,2021年6月11日
565,奇缘之旅,移动,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2021]1057号,ISBN 978-7-498-09220-5,2021年6月11日
566,匿名信：隐匿者,移动-休闲益智,吉林音像出版社有限责任公司,原力互娱（北京）科技有限公司,国新出审[2021]1056号,ISBN 978-7-498-09218-2,2021年6月11日
567,当掌门好快乐,移动,江苏凤凰电子音像出版社有限公司,南京对对碰网络科技有限公司,国新出审[2021]1055号,ISBN 978-7-498-09217-5,2021年6月11日
568,本源军团,移动,湖北省扬子江影音有限责任公司,深圳市亦度网络科技有限公司,国新出审[2021]1054号,ISBN 978-7-498-09216-8,2021年6月11日
569,权力之剑,移动,广东海燕电子音像出版社有限公司,海南千妙网络科技有限公司,国新出审[2021]1053号,ISBN 978-7-498-09215-1,2021年6月11日
570,盾之勇者成名录：浪潮,移动,北京中清龙图网络技术有限公司,北京中清龙图网络技术有限公司,国新出审[2021]1052号,ISBN 978-7-498-09214-4,2021年6月11日
571,方块旅行记,移动-休闲益智,天津电子出版社有限公司,武汉市多比特信息科技有限公司,国新出审[2021]1051号,ISBN 978-7-498-09211-3,2021年6月11日
572,同色连线消,移动-休闲益智,宁波东海岸电子音像出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2021]1050号,ISBN 978-7-498-09207-6,2021年6月11日
573,环形战争,移动,海南省电子音像出版社有限公司,海南因陀罗软件有限公司,国新出审[2021]1049号,ISBN 978-7-498-09205-2,2021年6月11日
574,变形穿越,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2021]1048号,ISBN 978-7-498-09203-8,2021年6月11日
575,哈局五子棋,移动-休闲益智,杭州群游科技有限公司,深圳市大头互动文化传播有限公司,国新出审[2021]1047号,ISBN 978-7-498-09201-4,2021年6月11日
576,斗兽棋天天玩,移动-休闲益智,杭州边锋网络技术有限公司,杭州边浙网络技术有限公司,国新出审[2021]1046号,ISBN 978-7-498-09198-7,2021年6月11日
577,花落长安,移动,黑龙江龙华数字出版股份有限公司,深圳市爱的番茄科技有限公司,国新出审[2021]1045号,ISBN 978-7-498-09195-6,2021年6月11日
578,电能酷跑,移动-休闲益智,杭州润趣科技有限公司,南阳嘉翔软件有限公司,国新出审[2021]1044号,ISBN 978-7-498-09194-9,2021年6月11日
579,挑战盖高楼,移动-休闲益智,杭州紫府网络科技有限公司,盐城万安台科技有限公司,国新出审[2021]1043号,ISBN 978-7-498-09192-5,2021年6月11日
580,不可思议出租车,移动-休闲益智,杭州哲信信息技术有限公司,杭州流冠科技有限公司,国新出审[2021]1042号,ISBN 978-7-498-09190-1,2021年6月11日
581,艾尔多战记,移动,重庆华龙网集团股份有限公司,成都斧王网络科技有限公司,国新出审[2021]1041号,ISBN 978-7-498-09189-5,2021年6月11日
582,国民传奇无双,移动,江西高校出版社有限责任公司,江西省国民传奇网络技术有限公司,国新出审[2021]1040号,ISBN 978-7-498-09186-4,2021年6月11日
583,冲吧弹球,移动-休闲益智,宁波东海岸电子音像出版社有限公司,深圳市禅游科技股份有限公司,国新出审[2021]1039号,ISBN 978-7-498-09184-0,2021年6月11日
584,爱上美食街,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京网眼软件有限公司,国新出审[2021]1038号,ISBN 978-7-498-09182-6,2021年6月11日
585,酷炫飞车,移动-休闲益智,浙江出版集团数字传媒有限公司,北京古鲁营销顾问有限公司,国新出审[2021]1037号,ISBN 978-7-498-09179-6,2021年6月11日
586,我的英雄失灵了,移动,厦门大学电子出版社有限责任公司,海南微米互娱网络科技有限公司,国新出审[2021]1036号,ISBN 978-7-498-09177-2,2021年6月11日
587,合金钻头,移动-休闲益智,杭州乐港科技有限公司,宿州手游互联信息技术有限公司,国新出审[2021]1035号,ISBN 978-7-498-09175-8,2021年6月11日
588,摩托来了,移动-休闲益智,咪咕互动娱乐有限公司,南京原极信息科技有限公司,国新出审[2021]1034号,ISBN 978-7-498-09173-4,2021年6月11日
589,战机一号,移动-休闲益智,广州盈正信息技术有限公司,杭州呆喵网络科技有限公司,国新出审[2021]1033号,ISBN 978-7-498-09171-0,2021年6月11日
590,山海经之万兽王,移动,上海方寸信息科技有限公司,上海越盛网络科技有限公司,国新出审[2021]1032号,ISBN 978-7-498-09170-3,2021年6月11日
591,同桌翻转棋,移动-休闲益智,天津电子出版社有限公司,北京同桌游戏科技有限公司,国新出审[2021]1031号,ISBN 978-7-498-09168-0,2021年6月11日
592,迷你冒险王,移动-休闲益智,浙江出版集团数字传媒有限公司,深圳全民互动科技有限公司,国新出审[2021]1030号,ISBN 978-7-498-09167-3,2021年6月11日
593,勇敢的哈克,客户端,厦门雷霆互动网络有限公司,深圳雷霆信息技术有限公司,国新出审[2021]1403号,ISBN 978-7-498-09384-4,2021年7月22日
594,猎魔人远征,移动,杭州渡口网络科技有限公司,苏州大禹网络科技有限公司,国新出审[2021]1402号,ISBN 978-7-498-09383-7,2021年7月22日
595,召唤英雄,移动,海南省电子音像出版社有限公司,海南神音网络科技有限公司,国新出审[2021]1401号,ISBN 978-7-498-09382-0,2021年7月22日
596,中职篮英雄,移动,上海同济大学电子音像出版社有限公司,上海趣妮网络科技有限公司,国新出审[2021]1400号,ISBN 978-7-498-09381-3,2021年7月22日
597,荣耀战场,移动,杭州紫府网络科技有限公司,北京心智互动科技有限公司,国新出审[2021]1399号,ISBN 978-7-498-09380-6,2021年7月22日
598,我的漫画,移动,杭州美盛游戏技术开发有限公司,上海浪险劲网络科技有限公司,国新出审[2021]1398号,ISBN 978-7-498-09379-0,2021年7月22日
599,艾比之星,移动,华东师范大学电子音像出版社有限公司,上海领音文化传播有限公司,国新出审[2021]1397号,ISBN 978-7-498-09378-3,2021年7月22日
600,超级制造工厂,移动,江苏凤凰数字传媒有限公司,海南米麦科技有限公司,国新出审[2021]1396号,ISBN 978-7-498-09376-9,2021年7月22日
601,我有一座育龙岛,移动,成都超级梦网络技术股份有限公司,杭州必可科技有限公司,国新出审[2021]1395号,ISBN 978-7-498-09375-2,2021年7月22日
602,翻滚吧勇者,移动,华中科技大学电子音像出版社,上海蜂虞网络科技有限公司,国新出审[2021]1394号,ISBN 978-7-498-09373-8,2021年7月22日
603,源战役,移动,成都盈众九州网络科技有限公司,海南子速网络科技有限公司,国新出审[2021]1393号,ISBN 978-7-498-09371-4,2021年7月22日
604,葫芦娃2,移动,上海同济大学电子音像出版社有限公司,上海期艺网络科技有限公司,国新出审[2021]1392号,ISBN 978-7-498-09370-7,2021年7月22日
605,无悔华夏,移动,海南省电子音像出版社有限公司,海南创青有为网络科技有限公司,国新出审[2021]1391号,ISBN 978-7-498-09385-1,2021年7月22日
606,行界,移动,成都超级梦网络技术股份有限公司,成都不玩网络科技有限公司,国新出审[2021]1390号,ISBN 978-7-498-09367-7,2021年7月22日
607,突击荣耀,移动,杭州润趣科技有限公司,海南有娱网络科技有限公司,国新出审[2021]1389号,ISBN 978-7-498-09365-3,2021年7月22日
608,我的安吉拉2,移动,杭州哲信信息技术有限公司,广州金科文化科技有限公司,国新出审[2021]1388号,ISBN 978-7-498-09364-6,2021年7月22日
609,风色幻想命运传说,移动,上海科学技术文献出版社有限公司,上海映雄体育文化有限公司,国新出审[2021]1387号,ISBN 978-7-498-09362-2,2021年7月22日
610,不要吵醒熊,移动,杭州浮云网络科技有限公司,杭州浮云网络科技有限公司,国新出审[2021]1386号,ISBN 978-7-498-09361-5,2021年7月22日
611,甜甜的你,移动,杭州美盛游戏技术开发有限公司,海南流砂网络科技有限公司,国新出审[2021]1385号,ISBN 978-7-498-09359-2,2021年7月22日
612,动物乐园派对,移动,杭州紫府网络科技有限公司,南京原极信息科技有限公司,国新出审[2021]1384号,ISBN 978-7-498-09358-5,2021年7月22日
613,节奏快打,游戏机-switch,华东师范大学电子音像出版社有限公司,上海可柯信息科技有限公司,国新出审[2021]1383号,ISBN 978-7-498-09357-8,2021年7月22日
614,王牌星计划,移动,成都盈众九州网络科技有限公司,广州市溢熙信息科技有限公司,国新出审[2021]1382号,ISBN 978-7-498-09356-1,2021年7月22日
615,五行降妖师,移动,黑龙江龙华数字出版股份有限公司,深圳印象互娱网络科技有限公司,国新出审[2021]1381号,ISBN 978-7-498-09355-4,2021年7月22日
616,武圣三国,移动,杭州哲信信息技术有限公司,深圳市卓趣互娱科技有限公司,国新出审[2021]1380号,ISBN 978-7-498-09354-7,2021年7月22日
617,悠久之树,移动,大唐网络有限公司,潜龙心诚(北京)网络科技有限公司,国新出审[2021]1379号,ISBN 978-7-498-09353-0,2021年7月22日
618,圆梦庄园,移动,上海商国网络科技发展有限公司,上海商国网络科技发展有限公司,国新出审[2021]1378号,ISBN 978-7-498-09352-3,2021年7月22日
619,格里德小分队,移动,深圳中青宝互动网络股份有限公司,深圳维克斯游戏有限公司,国新出审[2021]1377号,ISBN 978-7-498-09351-6,2021年7月22日
620,符文王者,移动,杭州紫府网络科技有限公司,珠海始创科技有限公司,国新出审[2021]1376号,ISBN 978-7-498-09349-3,2021年7月22日
621,从前有座灵剑山,移动,华东师范大学电子音像出版社有限公司,上海纳原信息技术有限公司,国新出审[2021]1375号,ISBN 978-7-498-09347-9,2021年7月22日
622,九州异兽记,移动,黑龙江龙华数字出版股份有限公司,广州君趣网络科技有限公司,国新出审[2021]1374号,ISBN 978-7-498-09346-2,2021年7月22日
623,军师大时代,移动、网页,黑龙江科学技术出版社有限公司,海南祥莱网络科技有限公司,国新出审[2021]1373号,ISBN 978-7-498-09387-5,2021年7月22日
624,无名江湖,移动,宁波东海岸电子音像出版社有限公司,深圳市前海弘程游戏有限公司,国新出审[2021]1372号,ISBN 978-7-498-09343-1,2021年7月22日
625,龙与家园,客户端,杭州群游科技有限公司,广州虎牙信息科技有限公司,国新出审[2021]1371号,ISBN 978-7-498-09341-7,2021年7月22日
626,超次元女神,移动,西安交通大学出版社有限责任公司,杭州万物互娱网络科技有限公司,国新出审[2021]1370号,ISBN 978-7-498-09340-0,2021年7月22日
627,我的山海,移动,山东科学技术出版社有限公司,青岛蓝飞互娱科技股份有限公司,国新出审[2021]1369号,ISBN 978-7-498-09338-7,2021年7月22日
628,圣树唤歌,移动,上海同济大学电子音像出版社有限公司,上海歆瑷网络科技有限公司,国新出审[2021]1368号,ISBN 978-7-498-09337-0,2021年7月22日
629,长安夜明,移动,成都超级梦网络技术股份有限公司,成都斧王网络科技有限公司,国新出审[2021]1367号,ISBN 978-7-498-09335-6,2021年7月22日
630,莽荒英雄录,移动,杭州渡口网络科技有限公司,福州智趣数码科技有限公司,国新出审[2021]1366号,ISBN 978-7-498-09333-2,2021年7月22日
631,拣爱,客户端,深圳中青宝互动网络股份有限公司,上海听枫语数字传媒科技有限公司,国新出审[2021]1365号,ISBN 978-7-498-09331-8,2021年7月22日
632,劲乐幻想,移动,上海商国网络科技发展有限公司,上海纵深乐琪网络科技有限公司,国新出审[2021]1364号,ISBN 978-7-498-09330-1,2021年7月22日
633,群雄使命,移动,海南省电子音像出版社有限公司,海南七元素网络科技有限公司,国新出审[2021]1363号,ISBN 978-7-498-09329-5,2021年7月22日
634,航海日记2,移动,方圆电子音像出版社有限责任公司,天津海兔科技有限公司,国新出审[2021]1362号,ISBN 978-7-498-09327-1,2021年7月22日
635,海沙风云,移动、客户端,安徽新华电子音像出版社,心动网络股份有限公司,国新出审[2021]1361号,ISBN 978-7-498-09386-8,2021年7月22日
636,王国的反击,移动,杭州烈焰网络技术有限公司,厦门任势网络科技有限公司,国新出审[2021]1360号,ISBN 978-7-498-09325-7,2021年7月22日
637,塔防召唤师,移动,宁波东海岸电子音像出版社有限公司,深圳市大象互娱科技有限公司,国新出审[2021]1359号,ISBN 978-7-498-09324-0,2021年7月22日
638,桃花师,移动,广州四三九九信息科技有限公司,广州四三九九信息科技有限公司,国新出审[2021]1358号,ISBN 978-7-498-09322-6,2021年7月22日
639,都市冒险高手,移动,杭州群游科技有限公司,厦门快快网络科技有限公司,国新出审[2021]1357号,ISBN 978-7-498-09320-2,2021年7月22日
640,一战称王,移动,方圆电子音像出版社有限责任公司,河北米玩网络科技有限公司,国新出审[2021]1356号,ISBN 978-7-498-09319-6,2021年7月22日
641,最佳球会,移动,金报电子音像出版中心,波波和小伙伴们的（北京）科技有限公司,国新出审[2021]1355号,ISBN 978-7-498-09317-2,2021年7月22日
642,不可思议之梦蝶,游戏机-switch,深圳中青宝互动网络股份有限公司,天津市队友科技有限公司,国新出审[2021]1354号,ISBN 978-7-498-09388-2,2021年7月22日
643,蜀境传说,移动,上海商国网络科技发展有限公司,海南展宏信息技术有限公司,国新出审[2021]1353号,ISBN 978-7-498-09315-8,2021年7月22日
644,将灵说,移动,杭州美盛游戏技术开发有限公司,广州可酷淘信息技术有限公司,国新出审[2021]1352号,ISBN 978-7-498-09314-1,2021年7月22日
645,欢乐对决,移动,天津电子出版社有限公司,广州锦游科技有限公司,国新出审[2021]1351号,ISBN 978-7-498-09312-7,2021年7月22日
646,无声冲突,移动,广州谷得网络科技有限公司,广州谷得网络科技有限公司,国新出审[2021]1350号,ISBN 978-7-498-09311-0,2021年7月22日
647,蛋仔派对,移动,广州网易计算机系统有限公司,杭州网易雷火科技有限公司,国新出审[2021]1349号,ISBN 978-7-498-09309-7,2021年7月22日
648,暖雪,客户端,大唐网络有限公司,东银河系漫游指南（北京）科技有限公司,国新出审[2021]1348号,ISBN 978-7-498-09308-0,2021年7月22日
649,珍食秘巡记,移动,黑龙江龙华数字出版股份有限公司,魔力小鸟（北京）信息技术有限公司,国新出审[2021]1347号,ISBN 978-7-498-09305-9,2021年7月22日
650,非人哉,移动,湖北省扬子江影音有限责任公司,北京大神圈文化科技有限公司,国新出审[2021]1346号,ISBN 978-7-498-09304-2,2021年7月22日
651,幻之封神,移动,上海晨路信息科技股份有限公司,上海聚初信息科技有限公司,国新出审[2021]1345号,ISBN 978-7-498-09302-8,2021年7月22日
652,少年闯江湖,移动-休闲益智,湖北省扬子江影音有限责任公司,海南灵简网络科技有限公司,国新出审[2021]1344号,ISBN 978-7-498-09377-6,2021年7月22日
653,决战动物星,移动-休闲益智,吉林音像出版社有限责任公司,武汉镜像科技有限公司,国新出审[2021]1343号,ISBN 978-7-498-09374-5,2021年7月22日
654,魔法欢乐消除,移动-休闲益智,江苏凤凰电子音像出版社有限公司,广州炫动信息科技有限公司,国新出审[2021]1342号,ISBN 978-7-498-09372-1,2021年7月22日
655,跑酷之王,移动-休闲益智,天津电子出版社有限公司,竞技世界（北京）网络技术有限公司,国新出审[2021]1341号,ISBN 978-7-498-09369-1,2021年7月22日
656,模拟玩具魔方,移动-休闲益智,杭州乐港科技有限公司,北京古鲁营销顾问有限公司,国新出审[2021]1340号,ISBN 978-7-498-09368-4,2021年7月22日
657,车神传说,移动-休闲益智,杭州烈焰网络技术有限公司,南阳嘉翔软件有限公司,国新出审[2021]1339号,ISBN 978-7-498-09366-0,2021年7月22日
658,天天消不停,移动-休闲益智,杭州群游科技有限公司,北京盈易科技有限公司,国新出审[2021]1338号,ISBN 978-7-498-09363-9,2021年7月22日
659,奇幻消除,移动-休闲益智,杭州润趣科技有限公司,南阳新创元软件有限公司,国新出审[2021]1337号,ISBN 978-7-498-09360-8,2021年7月22日
660,农场小筑,移动-休闲益智,杭州哲信信息技术有限公司,北京星游讯天网络科技有限公司,国新出审[2021]1336号,ISBN 978-7-498-09350-9,2021年7月22日
661,连连看对战,移动-休闲益智,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,国新出审[2021]1335号,ISBN 978-7-498-09348-6,2021年7月22日
662,拯救银河系,移动-休闲益智,黑龙江科学技术出版社有限公司,深圳火羽互动科技有限公司,国新出审[2021]1334号,ISBN 978-7-498-09345-5,2021年7月22日
663,勇者之路,移动-休闲益智,湖北省扬子江影音有限责任公司,武汉巨有趣互动科技有限公司,国新出审[2021]1333号,ISBN 978-7-498-09344-8,2021年7月22日
664,全民接快递,移动-休闲益智,吉林音像出版社有限责任公司,长春辰海竞玩网络科技有限公司,国新出审[2021]1332号,ISBN 978-7-498-09342-4,2021年7月22日
665,萌宠泡泡射手,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京网眼软件有限公司,国新出审[2021]1331号,ISBN 978-7-498-09339-4,2021年7月22日
666,眼力达人,移动-休闲益智,天津电子出版社有限公司,北京豪腾嘉科科技有限公司,国新出审[2021]1330号,ISBN 978-7-498-09336-3,2021年7月22日
667,街边象棋,移动-休闲益智,华中科技大学电子音像出版社,成都鼎趣网络科技有限公司,国新出审[2021]1329号,ISBN 978-7-498-09334-9,2021年7月22日
668,怀旧俄罗斯方块,移动-休闲益智,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,国新出审[2021]1328号,ISBN 978-7-498-09332-5,2021年7月22日
669,我的坦克,移动-休闲益智,浙江出版集团数字传媒有限公司,北京光耀大地科技有限公司,国新出审[2021]1327号,ISBN 978-7-498-09328-8,2021年7月22日
670,缤纷软糖大作战,移动-休闲益智,辽宁电子出版社有限责任公司,黑鲨科技（重庆）有限公司,国新出审[2021]1326号,ISBN 978-7-498-09326-4,2021年7月22日
671,布丁乐园,移动-休闲益智,杭州烈焰网络技术有限公司,海南优强葆网络科技有限公司,国新出审[2021]1325号,ISBN 978-7-498-09323-3,2021年7月22日
672,魅影飞车,移动-休闲益智,杭州润趣科技有限公司,汕头市寰潮网络科技有限公司,国新出审[2021]1324号,ISBN 978-7-498-09321-9,2021年7月22日
673,星座六边消消,移动-休闲益智,杭州边锋网络技术有限公司,苏州尚游网络科技有限公司,国新出审[2021]1323号,ISBN 978-7-498-09318-9,2021年7月22日
674,怪物禁区,移动-休闲益智,黑龙江科学技术出版社有限公司,黑龙江省华厦亿达信息科技有限公司,国新出审[2021]1322号,ISBN 978-7-498-09316-5,2021年7月22日
675,噜噜喵,移动-休闲益智,吉林音像出版社有限责任公司,北京默契破冰科技有限公司,国新出审[2021]1321号,ISBN 978-7-498-09313-4,2021年7月22日
676,天天爱填色,移动-休闲益智,江苏凤凰电子音像出版社有限公司,南京道成网络科技有限公司,国新出审[2021]1320号,ISBN 978-7-498-09310-3,2021年7月22日
677,球球跳跳塔,移动-休闲益智,宁波东海岸电子音像出版社有限公司,武汉指娱互动信息技术有限公司,国新出审[2021]1319号,ISBN 978-7-498-09307-3,2021年7月22日
678,成语滑动消除,移动-休闲益智,华中科技大学电子音像出版社,武汉市多比特信息科技有限公司,国新出审[2021]1318号,ISBN 978-7-498-09306-6,2021年7月22日
679,弓箭侠,移动-休闲益智,辽宁电子出版社有限责任公司,深圳帝国互娱网络在线有限公司,国新出审[2021]1317号,ISBN 978-7-498-09303-5,2021年7月22日
